date,temperature,humidity,wind_speed
2023-01-01,5.184129977035948,70.91752484448372,11.092420888163984
2023-01-02,12.948530838051978,72.52240396426677,10.021535400723826
2023-01-03,8.690089111016954,68.83770956878041,3.7405670248867455
2023-01-04,14.129436030965179,72.14713183170527,10.48146887192044
2023-01-05,12.09573888707876,85.78118057562185,16.637593118191727
2023-01-06,8.792565454778451,79.85449685615218,8.919882193729052
2023-01-07,14.43936142435537,78.69154592496896,7.815768706434037
2023-01-08,21.021740548933714,65.44460473976129,11.120045679134195
2023-01-09,11.045481041363507,61.10759171771676,10.937134631399715
2023-01-10,15.59878971074091,79.55300558237752,13.578205496249243
2023-01-11,5.5336352106441815,78.76046792529795,6.226395532273337
2023-01-12,7.217818115909957,84.72670675750982,12.194140757724977
2023-01-13,14.362031389401887,63.9601937403077,11.77126618375439
2023-01-14,19.420580142679825,67.70451344639653,9.573560389178361
2023-01-15,13.7780667439283,53.605158374745656,11.01606195376507
2023-01-16,10.434709847384228,66.07528893939127,13.088372444795072
2023-01-17,11.99645702711677,79.96570510579447,12.61694614008535
2023-01-18,5.747961330151412,65.33504620771802,6.570942063778814
2023-01-19,15.022576631776834,76.40479795200824,12.460474560266453
2023-01-20,16.411665311617046,68.09496894002189,9.805934184902444
2023-01-21,9.739548335834598,73.2405702822156,10.218622294046547
2023-01-22,9.649789261202493,58.523086101843326,10.219590973005083
2023-01-23,13.329391148260243,70.852094496339,9.549271033605221
2023-01-24,9.816401319797023,40.08864029099277,13.575122491321196
2023-01-25,11.669336926870887,68.13103841838016,9.748846120452363
2023-01-26,22.49860894583258,53.6952675628486,6.641361614850494
2023-01-27,10.764871496270016,82.05994516546816,8.819410432090814
2023-01-28,10.20829923989389,77.77407352764511,10.536084150431426
2023-01-29,8.762290971824203,74.66670981966081,13.687644352891152
2023-01-30,15.720959857499684,85.2100622715938,11.8092840548465
2023-01-31,11.093879133909486,60.51083479175163,7.448394163758868
2023-02-01,8.75313480839287,87.47363197915558,17.455569750036673
2023-02-02,18.60652016136506,79.32191564260384,10.794325932933939
2023-02-03,19.098015022568184,67.63444712781055,13.826172213997044
2023-02-04,8.997882171306475,81.35620147182944,9.544856699268312
2023-02-05,2.6673002431969195,58.93706487588366,11.600077734116349
2023-02-06,17.03756844918461,61.75485838472326,12.518405513555214
2023-02-07,8.57685087119998,63.914102767603,13.654584135262768
2023-02-08,15.953127995813844,64.71022291935985,13.172104916134675
2023-02-09,2.149480911440822,59.43442357239747,12.616591000218934
2023-02-10,16.462986691496546,82.23083067095325,9.054739806417674
2023-02-11,5.944140353596094,67.41145599630168,8.284761874131815
